REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,total_production,avg_production,Latitude,Longitude
985,Arabica,North America,United States,,09/21/12,,,,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,0.04,0,3,0,0.0,0.0,39.7837304,-100.445882
986,Arabica,Africa,Ethiopia,2016.0,07/14/18,,,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,0.11,0,0,1,26008560000.0,1354612500.0,10.2116702,38.6521203
987,Arabica,South America,Brazil,2016.0,06/21/18,Mundo Novo,Green,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,0.11,0,5,8,225248940000.0,11731715625.0,-10.3333333,-53.2
988,Arabica,North America,Nicaragua,2015.0,03/27/16,Other,,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0,1,8248140000.0,429590625.0,12.6090157,-85.2936911
989,Arabica,North America,United States,2014.0,03/03/16,Pache Comun,,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,0.0,0,0,0,0.0,0.0,39.7837304,-100.445882
990,Arabica,Africa,Tanzania,2014.0,01/02/16,Other,Green,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,0.13,0,0,2,4424040000.0,230418750.0,-6.5247123,35.7878438
991,Arabica,North America,Costa Rica,2014.0,12/18/15,Caturra,Green,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,0.13,0,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
992,Arabica,North America,United States,2013.0,05/28/15,Other,Green,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,0.0,0,0,0,0.0,0.0,39.7837304,-100.445882
993,Arabica,North America,Mexico,2012.0,09/14/13,Typica,,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,0.13,0,5,16,23560560000.0,1227112500.0,19.4326296,-99.1331785
994,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,0.12,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
995,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,0.11,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
996,Arabica,North America,Mexico,2012.0,07/03/13,Typica,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,0.1,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
997,Arabica,North America,United States,2012.0,02/12/13,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,0.06,0,0,0,0.0,0.0,39.7837304,-100.445882
998,Arabica,South America,Brazil,,01/16/19,Bourbon,Green,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,0.11,6,0,9,225248940000.0,11731715625.0,-10.3333333,-53.2
999,Arabica,North America,El Salvador,2017.0,08/28/18,Bourbon,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,0.0,2,0,6,8462700000.0,440765625.0,13.8000382,-88.9140683
1000,Arabica,South America,Brazil,2016.0,09/09/17,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,0.11,2,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
1001,Arabica,North America,Guatemala,2016.0,08/02/17,Bourbon,Green,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,0.09,0,0,8,21061620000.0,1096959375.0,15.5855545,-90.345759
1002,Arabica,South America,Colombia,2016.0,07/22/17,Caturra,Green,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,0.0,4,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
1003,Arabica,North America,Guatemala,2015.0,07/22/16,Bourbon,Green,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
1004,Arabica,Asia,Taiwan,2015.0,05/05/16,Typica,Bluish-Green,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1005,Arabica,North America,Honduras,2014.0,01/26/16,Caturra,Green,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,0.12,0,0,1,20018160000.0,1042612500.0,15.2572432,-86.0755145
1006,Arabica,South America,Brazil,2014.0,01/15/16,Mundo Novo,Green,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,0.12,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
1007,Arabica,Africa,Tanzania,2014.0,12/15/15,Other,Green,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,0.12,0,0,5,4424040000.0,230418750.0,-6.5247123,35.7878438
1008,Arabica,Africa,Uganda,2013.0,06/30/15,SL14,Green,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,0.12,0,0,3,17758440000.0,924918750.0,1.5333554,32.2166578
1009,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1010,Arabica,Asia,Thailand,2012.0,05/29/14,,Green,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,0.0,0,0,3,5022000000.0,261562500.0,14.8971921,100.83273
1011,Arabica,North America,Mexico,2012.0,09/11/13,Other,Green,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0.12,0,0,12,23560560000.0,1227112500.0,19.4326296,-99.1331785
1012,Arabica,North America,Mexico,2012.0,07/03/13,Typica,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,0.0,0,0,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
1013,Arabica,Asia,Taiwan,2017.0,12/08/18,Other,Blue-Green,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,0.0,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1014,Arabica,North America,Guatemala,2017.0,08/23/18,Bourbon,Green,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,0.1,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
1015,Arabica,Africa,Kenya,2017.0,07/07/18,SL28,Green,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,0.11,0,0,3,5304960000.0,276300000.0,1.4419683,38.4313975
1016,Arabica,North America,Mexico,2017.0,05/12/18,Bourbon,Green,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,0.11,0,0,11,23560560000.0,1227112500.0,19.4326296,-99.1331785
1017,Arabica,Asia,Myanmar,2015.0,07/16/16,Other,,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,0.0,0,0,5,0.0,0.0,17.1750495,95.9999652
1018,Arabica,North America,United States,2014.0,01/13/16,Hawaiian Kona,Bluish-Green,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,0.1,0,2,5,0.0,0.0,39.7837304,-100.445882
1019,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Green,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,0,4424040000.0,230418750.0,-6.5247123,35.7878438
1020,Arabica,South America,Brazil,2014.0,12/16/15,Yellow Bourbon,Green,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,0.12,0,0,8,225248940000.0,11731715625.0,-10.3333333,-53.2
1021,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,0.09,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1022,Arabica,South America,Brazil,2014.0,10/16/15,Bourbon,,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,0.1,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
1023,Arabica,North America,Nicaragua,2013.0,07/16/15,Caturra,Green,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,0.1,0,1,3,8248140000.0,429590625.0,12.6090157,-85.2936911
1024,Arabica,North America,Guatemala,2014.0,06/10/15,Pacas,Green,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,0.12,0,2,5,21061620000.0,1096959375.0,15.5855545,-90.345759
1025,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1026,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1027,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1028,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,0.13,0,0,12,23560560000.0,1227112500.0,19.4326296,-99.1331785
1029,Arabica,Asia,Thailand,,04/13/11,Peaberry,,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,0.0,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
1030,Arabica,Asia,Laos,2016.0,06/22/18,Catimor,Green,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,0.0,0,0,0,0.0,0.0,20.0171109,103.378253
1031,Arabica,North America,Guatemala,2013.0,05/26/15,Caturra,Green,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,0.11,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
1032,Arabica,North America,Mexico,2012.0,08/30/13,Catuai,Green,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,0.13,0,0,7,23560560000.0,1227112500.0,19.4326296,-99.1331785
1033,Arabica,North America,Mexico,2012.0,08/29/13,Typica,Green,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,0.11,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
1034,Arabica,North America,Mexico,2012.0,07/03/13,Bourbon,Green,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,0.13,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
1035,Arabica,North America,United States,2012.0,02/22/13,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,0.1,0,2,0,0.0,0.0,39.7837304,-100.445882
1036,Arabica,South America,Colombia,2010.0,01/25/12,,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,0.01,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
1037,Arabica,South America,Brazil,2015.0,10/07/16,,Green,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,0.0,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
1038,Arabica,Asia,Myanmar,2015.0,07/16/16,Catuai,Green,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,0.0,0,0,2,0.0,0.0,17.1750495,95.9999652
1039,Arabica,North America,Guatemala,2015.0,06/17/16,Caturra,Green,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,0.12,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
1040,Arabica,North America,Nicaragua,2015.0,05/27/16,Other,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,0.12,0,0,5,8248140000.0,429590625.0,12.6090157,-85.2936911
1041,Arabica,North America,Honduras,2015.0,05/24/16,Caturra,Green,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,0.11,0,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
1042,Arabica,North America,Panama,2014.0,05/22/16,Caturra,Green,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,0.11,0,1,4,842940000.0,43903125.0,8.559559,-81.1308434
1043,Arabica,North America,Honduras,2015.0,05/21/16,Catuai,Green,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,0.09,0,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
1044,Arabica,North America,Honduras,2015.0,03/10/16,Catuai,Green,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,0.13,0,0,1,20018160000.0,1042612500.0,15.2572432,-86.0755145
1045,Arabica,North America,Costa Rica,2014.0,04/11/15,Caturra,Green,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,0.11,0,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
1046,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,0.11,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
1047,Arabica,North America,Haiti,2012.0,05/22/13,Typica,Green,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,0.12,0,0,0,2096640000.0,109200000.0,19.1399952,-72.3570972
1048,Arabica,North America,United States,2011.0,12/20/12,Arusha,Bluish-Green,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,0.13,0,0,6,0.0,0.0,39.7837304,-100.445882
1049,Arabica,Asia,Taiwan,2016.0,08/12/17,Typica,Green,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,0.0,0,0,1,0.0,0.0,23.5983227,120.83537694479215
1050,Arabica,Asia,Indonesia,2015.0,11/09/16,Mandheling,Blue-Green,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,0.13,0,0,1,46214640000.0,2407012500.0,-2.4833826,117.8902853
1051,Arabica,North America,Guatemala,2015.0,10/22/16,Bourbon,Green,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,0.11,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
1052,Arabica,North America,Costa Rica,2015.0,02/27/16,Caturra,Blue-Green,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,0.11,0,0,4,10790100000.0,561984375.0,10.2735633,-84.0739102
1053,Arabica,Africa,Malawi,2014.0,11/04/15,Caturra,Bluish-Green,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,0,0,1,246780000.0,12853125.0,-13.2687204,33.9301963
1054,Arabica,North America,Mexico,2014.0,10/23/15,Typica,Green,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,0.12,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
1055,Arabica,South America,Colombia,2014.0,04/14/15,Caturra,,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,0.0,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
1056,Arabica,North America,Guatemala,2013.0,06/05/14,Bourbon,Green,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,0.12,0,0,5,21061620000.0,1096959375.0,15.5855545,-90.345759
1057,Arabica,North America,Guatemala,2012.0,01/24/13,Bourbon,Green,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
1058,Arabica,North America,Guatemala,2012.0,01/24/13,Bourbon,Green,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,0.11,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
1059,Arabica,South America,Colombia,,03/14/12,,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,0.18,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
1060,Arabica,South America,Brazil,2016.0,03/11/17,,Green,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,0.11,0,0,7,225248940000.0,11731715625.0,-10.3333333,-53.2
1061,Arabica,North America,Nicaragua,2016.0,02/25/17,,Green,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,0.11,1,0,0,8248140000.0,429590625.0,12.6090157,-85.2936911
1062,Arabica,Africa,Tanzania,2014.0,01/06/16,Other,Bluish-Green,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0.12,0,0,1,4424040000.0,230418750.0,-6.5247123,35.7878438
1063,Arabica,South America,Brazil,2014.0,10/17/15,Bourbon,Green,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,0.0,0,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
1064,Arabica,North America,Honduras,2014.0,04/30/15,Caturra,Green,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.11,0,0,5,20018160000.0,1042612500.0,15.2572432,-86.0755145
1065,Arabica,North America,Guatemala,2014.0,01/28/15,Bourbon,Green,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,0.11,0,0,5,21061620000.0,1096959375.0,15.5855545,-90.345759
1066,Arabica,North America,United States,,05/03/12,,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,0.0,0,0,0,0.0,0.0,39.7837304,-100.445882
1067,Arabica,South America,Colombia,,03/14/12,,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
1068,Arabica,Asia,Taiwan,2017.0,12/08/18,Other,Blue-Green,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,0.0,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1069,Arabica,North America,Guatemala,2017.0,09/08/18,Caturra,Green,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,0.1,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
1070,Arabica,North America,Honduras,2017.0,08/23/18,Catuai,Green,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,0.11,0,0,5,20018160000.0,1042612500.0,15.2572432,-86.0755145
1071,Arabica,Africa,Mauritius,2016.0,02/10/17,,Green,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,0.12,0,0,0,0.0,0.0,-20.2759451,57.5703566
1072,Arabica,South America,Brazil,2015.0,11/16/16,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,0.11,0,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
1073,Arabica,Asia,Myanmar,2015.0,07/16/16,Other,Green,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,0.0,0,0,2,0.0,0.0,17.1750495,95.9999652
1074,Arabica,North America,Guatemala,2014.0,04/23/15,Other,Green,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,0.11,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
1075,Arabica,South America,Brazil,2013.0,04/17/15,Yellow Bourbon,,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,0.1,0,0,10,225248940000.0,11731715625.0,-10.3333333,-53.2
1076,Arabica,North America,United States,2013.0,02/04/15,Hawaiian Kona,Green,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,0.11,0,1,0,0.0,0.0,39.7837304,-100.445882
1077,Arabica,North America,Guatemala,2013.0,02/13/14,Bourbon,Green,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,0.12,0,1,1,21061620000.0,1096959375.0,15.5855545,-90.345759
1078,Arabica,North America,Mexico,2012.0,09/17/13,Typica,,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.15,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
1079,Arabica,North America,Honduras,2016.0,02/02/17,,Green,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,0.1,0,0,0,20018160000.0,1042612500.0,15.2572432,-86.0755145
1080,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,0.14,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1081,Arabica,North America,El Salvador,2013.0,04/26/15,Bourbon,Green,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,0.0,0,0,1,8462700000.0,440765625.0,13.8000382,-88.9140683
1082,Arabica,Asia,China,2013.0,01/17/15,Other,Green,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,0.17,0,0,14,0.0,0.0,35.000074,104.999927
1083,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1084,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,0.1,0,2,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
1085,Arabica,North America,Mexico,2012.0,08/30/13,Caturra,Green,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,0.12,0,4,16,23560560000.0,1227112500.0,19.4326296,-99.1331785
1086,Arabica,Africa,Burundi,2016.0,01/21/17,,Green,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,0.12,0,0,0,1870920000.0,97443750.0,-3.426449,29.9324519
1087,Arabica,Africa,Tanzania,2015.0,11/15/16,Bourbon,Green,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,0.13,0,0,5,4424040000.0,230418750.0,-6.5247123,35.7878438
1088,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Bluish-Green,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,0.12,0,0,5,4424040000.0,230418750.0,-6.5247123,35.7878438
1089,Arabica,Asia,Taiwan,2013.0,12/26/14,Yellow Bourbon,Green,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1090,Arabica,North America,Guatemala,2013.0,06/06/14,Bourbon,Green,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,0.11,0,1,4,21061620000.0,1096959375.0,15.5855545,-90.345759
1091,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,0.11,0,0,21,23560560000.0,1227112500.0,19.4326296,-99.1331785
1092,Arabica,North America,United States,2012.0,02/07/13,Hawaiian Kona,Green,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,0.12,0,5,7,0.0,0.0,39.7837304,-100.445882
1093,Arabica,Africa,Ethiopia,2010.0,06/17/11,,,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,0.1,0,0,1,26008560000.0,1354612500.0,10.2116702,38.6521203
1094,Arabica,South America,Brazil,2017.0,11/03/18,Catuai,Green,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,0.11,1,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
1095,Arabica,North America,Honduras,2016.0,04/06/18,Caturra,Green,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,0.1,0,0,4,20018160000.0,1042612500.0,15.2572432,-86.0755145
1096,Arabica,North America,Mexico,2016.0,04/26/17,Caturra,Green,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,0.1,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
1097,Arabica,Asia,Myanmar,2015.0,08/26/16,Other,Green,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,0.11,0,1,26,0.0,0.0,17.1750495,95.9999652
1098,Arabica,Asia,Myanmar,2014.0,07/16/16,Catuai,Green,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,0.0,0,0,1,0.0,0.0,17.1750495,95.9999652
1099,Arabica,North America,Nicaragua,2015.0,02/20/16,Caturra,Green,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,2,8248140000.0,429590625.0,12.6090157,-85.2936911
1100,Arabica,North America,United States,2014.0,03/03/15,Hawaiian Kona,Green,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,0.12,0,4,13,0.0,0.0,39.7837304,-100.445882
1101,Arabica,South America,Colombia,2012.0,01/08/15,Typica,Green,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,0.1,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
1102,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
1103,Arabica,North America,Guatemala,2012.0,01/09/14,Caturra,Green,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,0.11,0,1,12,21061620000.0,1096959375.0,15.5855545,-90.345759
1104,Arabica,North America,Mexico,2012.0,09/27/13,Caturra,,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,0.11,0,2,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
1105,Arabica,Asia,Vietnam,2017.0,05/09/18,Catimor,,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,0.0,0,0,2,0.0,0.0,15.9266657,107.9650855
1106,Arabica,North America,Nicaragua,2015.0,04/23/16,Caturra,,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,0.11,0,0,2,8248140000.0,429590625.0,12.6090157,-85.2936911
